sample,SMILES_string,Number of molecules,# O atoms,# Cl atoms,# S atoms,# P atoms,# Br atoms,# I atoms,DK hit?,HG hit?,Use
1365,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1366,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1367,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1368,"['Fc1ccccc1NC(=O)c2cccnc2', 'Nc1nc2ccccc2[nH]1', 'CCCc1ccc(cc1)C(=O)O', 'CCOc1ccccc1C(=O)O', 'CSc1ncccc1C(=O)O', 'COc1ccc(cc1)C(=O)C', 'Cc1oc(C)c(c1)C(=O)O', 'OCc1ccc(cc1)c2occc2', 'OCc1ccc(cc1)c2cccnc2', 'CNCc1ccc(CN2CCN(C)CC2)cc1', 'CN1CCCN(CC1)c2ccc(CO)cc2', 'CC(=O)Nc1ccc2CCCc2c1']",12,18,0,1,0,0,0,0,0,0
1369,['CC(C)(C)C(=O)CN1Cc2ccccc2NCCC1=O'],1,2,0,0,0,0,0,0,0,0
1370,['CCOC(=O)CN1Cc2ccccc2NCCC1=O'],1,3,0,0,0,0,0,0,0,0
1371,['O[C@H]1CN(CC(=O)N(C1)C2CCC2)C(=O)c3ccccc3'],1,3,0,0,0,0,0,0,0,0
1372,['O=C1NC[C@H]2CCN(CC[C@H]12)C3CCOCC3'],1,2,0,0,0,0,0,0,0,0
1373,['Cn1c2[C@H]3C[C@H](Cc2c4ccccc14)NC[C@H]3O'],1,1,0,0,0,0,0,1,0,0
1374,['Cc1cc(Cl)nc(N)n1'],1,0,1,0,0,0,0,0,0,0
1375,['C#Cc1ccc(cc1)c2ocnc2'],1,1,0,0,0,0,0,0,0,0
1376,['OC(C(=O)c1cccs1)c2cccs2'],1,2,0,2,0,0,0,0,0,0
1377,['NS(=O)(=O)c1ccc(cc1Cl)C(F)(F)F'],1,2,1,1,0,0,0,0,0,0
1378,['OC[C@@H]1CCCN1'],1,1,0,0,0,0,0,0,0,0
1379,['ClC1=CN(CCC#N)C=C(Cl)C1=O'],1,1,2,0,0,0,0,0,0,0
1380,['c1ccc(cc1)c2cnc(c(n2)C(=O)N)N'],1,1,0,0,0,0,0,0,0,0
1381,['CCSc1nnc(s1)NC(=O)OC'],1,2,0,2,0,0,0,0,0,0
1382,['CC(C)(C(=O)NNc1ccc2ccccc2c1)O'],1,2,0,0,0,0,0,0,0,0
1383,['Cc1c(nc(=O)[nH]n1)Nc2cccc(c2)O'],1,2,0,0,0,0,0,0,0,0
1384,['CCOC(=O)NCc1ccccc1'],1,2,0,0,0,0,0,0,0,0
1385,['c1cc(ccc1CO)c2ccc(cc2)CO'],1,2,0,0,0,0,0,0,0,0
1386,['COc1ccccc1OCC(=O)NN'],1,3,0,0,0,0,0,0,0,0
1387,['CC(=O)c1ccc(cc1)NC(=O)C[NH+]2CCCC2'],1,2,0,0,0,0,0,0,0,0
1388,['CS(=O)(=O)Nc1ccc(cc1)c2ccccc2'],1,2,0,1,0,0,0,0,0,0
1389,['CS(=O)(=O)Nc1ccc(cc1)C(=O)N'],1,3,0,1,0,0,0,0,0,0
1390,['CC1(C[C@@H](CCO1)C(=O)NCc2ccccc2)C'],1,2,0,0,0,0,0,0,0,0
1391,['CCCc1nnc(s1)NC(=O)c2ccccn2'],1,1,0,1,0,0,0,0,0,0
1392,['CCc1nnc(s1)NC(=O)C(F)(F)F'],1,1,0,1,0,0,0,0,0,0
1393,['Cc1cc(n2c(n1)ncn2)Nc3ccc(cc3)O'],1,1,0,0,0,0,0,0,0,0
1394,['CCC[C@H](C)C(=O)Nc1c(cccc1C)C'],1,1,0,0,0,0,0,0,0,0
1395,['COc1ccc(cc1)CNC(=O)c2cnccn2'],1,2,0,0,0,0,0,0,0,0
1396,['CCOc1ccc(CO)cc1OC'],1,3,0,0,0,0,0,0,0,0
1397,['Cn1cncc1C#N'],1,0,0,0,0,0,0,0,0,0
1398,['NC(=S)NCc1occc1'],1,1,0,1,0,0,0,0,0,0
1399,['CN(C)CCOc1ccccc1C#N'],1,1,0,0,0,0,0,0,0,0
1400,['NCc1cccc(c1)c2nccs2'],1,0,0,1,0,0,0,0,0,0
1401,['Clc1ccc(cc1)C2=NNC(=O)CC2'],1,1,1,0,0,0,0,0,0,0
1402,['CC1CN=C(Nc2ccc(F)cc2)S1'],1,0,0,1,0,0,0,0,0,0
1403,['CC(=C)N1C(=O)Nc2ccccc12'],1,1,0,0,0,0,0,0,0,0
1404,['C=CCN(CC=C)C(=S)NC(=O)c1ccccc1'],1,1,0,1,0,0,0,0,0,0
1405,['FC1=CNC(=O)N=C1'],1,1,0,0,0,0,0,0,0,0
1406,['Nc1ccc2occc2c1'],1,1,0,0,0,0,0,0,0,0
1407,['O=S1(=O)CCN(CC#C)CC1'],1,2,0,1,0,0,0,0,0,0
1408,['NCc1cccc2CCOc12'],1,1,0,0,0,0,0,0,0,0
1409,['Nc1ncc(O)cn1'],1,1,0,0,0,0,0,0,0,0
1410,['NNC(=S)Nc1ccccc1'],1,0,0,1,0,0,0,0,0,0
1411,['CN1CCNC1=S'],1,0,0,1,0,0,0,0,0,0
1412,['CN(C)c1c(F)cc(cc1F)C(=O)N'],1,1,0,0,0,0,0,0,0,0
1413,['Cl.CC(=O)C1(CCNCC1)c2ccccc2'],1,1,1,0,0,0,0,0,0,0
1414,['N#Cc1cccc2ccsc12'],1,0,0,1,0,0,0,0,0,0
1415,['S(c1ccccc1)c2cccs2'],1,0,0,2,0,0,0,0,0,0
1416,['CCOC(=O)Cc1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
1417,['FC(F)(F)c1ccc(NC2=NNC(=S)S2)cc1'],1,0,0,2,0,0,0,1,0,1
1418,['N#CC1(CCOCC1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1419,['o1cncc1c2ccncc2'],1,1,0,0,0,0,0,0,0,0
1420,['O=S(=O)(CC#N)c1cccs1'],1,2,0,2,0,0,0,0,0,0
1421,['CSc1nnc(s1)n2cccc2'],1,0,0,2,0,0,0,0,0,0
1422,['CC1Sc2ccccc2NC(=O)C1C'],1,1,0,1,0,0,0,0,0,0
1423,['OCc1cccc(CO)c1F'],1,2,0,0,0,0,0,0,0,0
1424,['CC(=O)c1c(C)c[nH]c1C'],1,1,0,0,0,0,0,0,0,0
1425,['OC(=O)c1c(Cl)nccc1C(F)(F)F'],1,2,1,0,0,0,0,0,0,0
1426,['Cc1ccc(CN)cc1Cl'],1,0,1,0,0,0,0,0,0,0
1427,['Cc1nc(COc2ccc(cc2)C#N)cs1'],1,1,0,1,0,0,0,0,0,0
1428,['COc1cccc(CC#N)c1'],1,1,0,0,0,0,0,0,0,0
1429,['I.CCSC1=NCN(Cc2cccs2)CN1'],1,0,0,2,0,0,1,0,0,0
1430,['O[C@@H]1Cc2ccccc2[C@H]1O'],1,2,0,0,0,0,0,0,0,0
1431,['OC(=O)c1nc(F)ccc1F'],1,2,0,0,0,0,0,0,0,0
1432,['Cc1ccc(CN2C(SCC2=O)c3cccnc3)cc1'],1,1,0,1,0,0,0,0,0,0
1433,['Br.CCC\\N=C\\1/SSC(=O)N1CCC'],1,1,0,2,0,0,0,0,0,0
1434,['CC(=O)c1ccc(Oc2cccc(Cl)c2C#N)cc1'],1,2,1,0,0,0,0,0,0,0
1435,['Cc1ccc(C)n1c2ccsc2C(=O)O'],1,2,0,1,0,0,0,0,0,0
1436,['Cc1cc(c2c(N)c(C#N)sc2n1)C(F)(F)F'],1,0,0,1,0,0,0,0,0,0
1437,['CC1=CC=CN(Cc2c(F)cccc2Cl)C1=O'],1,1,1,0,0,0,0,0,0,0
1438,['CC(O)CNC(=S)NC1CC2CCC1C2'],1,1,0,1,0,0,0,1,0,1
1439,['FC(F)(F)c1cnc(N2CCCNCC2)c(Cl)c1'],1,0,1,0,0,0,0,0,0,0
1440,['COc1ccc(OC)c(CN)c1'],1,2,0,0,0,0,0,0,0,0
1441,['OC(=O)CSCCc1ccccc1'],1,2,0,1,0,0,0,0,0,0
1442,['OC(=O)c1ccc2[nH]ccc2c1'],1,2,0,0,0,0,0,0,1,0
1443,['Br.CSC1=NCCN1CC(=O)c2ccc(Cl)cc2'],1,1,1,1,0,0,0,0,0,0
1444,['COC(=O)c1ccc(cc1)NC(=O)C2CCCC2'],1,3,0,0,0,0,0,0,0,0
1445,['COC(=O)CNC(=O)C1CCCCC1'],1,3,0,0,0,0,0,0,0,0
1446,['Cc1cc(no1)NC(=O)c2ccc(cc2)N(C)C'],1,2,0,0,0,0,0,0,0,0
1447,['Cc1cc(no1)C(=O)Nc2ccc3c(c2)cc[nH]3'],1,2,0,0,0,0,0,0,0,0
1448,['c1ccc(cc1)CCNc2c[nH]c(=O)[nH]c2=O'],1,2,0,0,0,0,0,0,0,0
1449,['CC(C)(C)[NH+]1CC(C1)O'],1,1,0,0,0,0,0,0,0,0
1450,['CCOc1ccc(cc1)C(=O)Nc2ccccc2'],1,2,0,0,0,0,0,0,0,0
1451,['Cc1ccc(cc1)OCC(=O)N2CC[NH+](CC2)C'],1,2,0,0,0,0,0,0,0,0
1452,['Cc1ccccc1c2nc(c(o2)N(C)C)C#N'],1,1,0,0,0,0,0,0,0,0
1453,['CC(=O)N1CCC(CC1)C#N'],1,1,0,0,0,0,0,0,0,0
1454,['CC(=O)Nc1ccccc1OCc2ccccc2'],1,2,0,0,0,0,0,0,0,0
1455,['CCc1ccc(cc1)OCC(=O)N2CCCCC2'],1,2,0,0,0,0,0,0,0,0
1456,['Cc1ccc(s1)CNc2cccc(c2)C(=O)[O-]'],1,2,0,1,0,0,0,0,0,0
1457,['C[NH2+]Cc1ccc(cc1)C(F)(F)F'],1,0,0,0,0,0,0,0,0,0
1458,['COc1ccc2c(c1)cc([nH]2)C[NH3+]'],1,1,0,0,0,0,0,0,0,0
1459,['CCOc1cccc(c1)C(=O)Nc2nnn(n2)C'],1,2,0,0,0,0,0,0,0,0
1460,['CCNC(=O)N1CCNC(=O)[C@H]1CC(=O)OC'],1,4,0,0,0,0,0,0,0,0
1461,['c1ccc(cc1)CONC(=O)N'],1,2,0,0,0,0,0,0,1,0
1462,['COc1ccc(cc1)C#CC(=O)[O-]'],1,3,0,0,0,0,0,0,0,0
1463,['CCOc1ccc(cc1)[C@@H](C)[NH3+]'],1,1,0,0,0,0,0,0,0,0
1464,['COc1cccc(c1)Nc2c3c([nH]cn3)ncn2'],1,1,0,0,0,0,0,0,0,0
1465,['c1ccc(cc1)Nc2nncs2'],1,0,0,1,0,0,0,0,0,0
1466,['C1CCC(CC1)CCC(=O)N2CCOCC2'],1,2,0,0,0,0,0,0,0,0
1467,['CC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2'],1,2,0,0,0,0,0,0,0,0
1468,['C[NH+]1CCC(CC1)OC(=O)c2cccc(c2)F'],1,2,0,0,0,0,0,0,0,0
1469,['c1cc(ccc1NNC(=O)C2CCC2)F'],1,1,0,0,0,0,0,0,0,0
1470,['c1ccc(cc1)NC(=O)NCc2ccc(cc2)F'],1,1,0,0,0,0,0,0,0,0
1471,['CCC(=O)Nc1ccc(cc1O)C'],1,2,0,0,0,0,0,0,0,0
1472,['c1ccc2c(c1)nc(s2)N3CCOCC3'],1,1,0,1,0,0,0,0,0,0
1473,['c1ccc(c(c1)NNC(=O)c2ccno2)F'],1,2,0,0,0,0,0,0,0,0
1474,['COC(=O)Nc1cccc(c1)NC(=O)OC'],1,4,0,0,0,0,0,0,0,0
1475,['CNC(=O)CCC1CCCCC1'],1,1,0,0,0,0,0,0,0,0
1476,['Cc1cccc(c1)NC(=O)Nc2nc(cs2)C'],1,1,0,1,0,0,0,0,0,0
1477,['c1ccc(cc1)C(=O)NNc2ccccc2F'],1,1,0,0,0,0,0,0,0,0
1478,['COc1ccc(cc1)CNC(=O)[C@@H]2CCCO2'],1,3,0,0,0,0,0,0,0,0
1479,['COC(=O)COc1ccc(cc1)C#N'],1,3,0,0,0,0,0,0,0,0
1480,['c1cc(sc1)C(=O)Nc2ccc(cc2)C#N'],1,1,0,1,0,0,0,0,0,0
1481,['CC(=O)Nc1ccc(cn1)NC(=O)c2ccco2'],1,3,0,0,0,0,0,0,0,0
1482,['CCNC(=O)c1ccc(cc1)NS(=O)(=O)C'],1,3,0,1,0,0,0,0,0,0
1483,['c1cc(cc(c1)NC(=O)CCC2CCCC2)C#N'],1,1,0,0,0,0,0,0,0,0
1484,['CN(C)C(=O)Oc1ccc(cc1)c2nnco2'],1,3,0,0,0,0,0,0,0,0
1485,['CC1CCN(CC1)C(=O)c2cc3ccccc3o2'],1,2,0,0,0,0,0,0,0,0
1486,['CC(C)(CO)NC(=O)c1cccc(c1)Cl'],1,2,1,0,0,0,0,1,0,1
1487,['Cc1c(nc[nH]1)C[NH+]2CCCCCC2'],1,0,0,0,0,0,0,0,0,0
1488,['CC[NH+]1CCC(CC1)Nc2ccccc2F'],1,0,0,0,0,0,0,0,0,0
1489,['c1ccc(cc1)C#Cc2ccc(cc2)c3ccn[nH]3'],1,0,0,0,0,0,0,0,0,0
1490,['CC(=O)c1cccc(Cl)c1O'],1,2,1,0,0,0,0,0,0,0
1491,['Cc1cc(C)n(n1)c2ccccc2C#N'],1,0,0,0,0,0,0,0,0,0
1492,['Oc1ccc(C#N)c(F)c1'],1,1,0,0,0,0,0,1,0,0
1493,['COc1ccc(cn1)C(=S)N'],1,1,0,1,0,0,0,0,0,0
1494,['Oc1ccc(cc1)C(=O)Cc2ccccc2'],1,2,0,0,0,0,0,0,0,0
1495,['CC(=O)NC1CCSC1=O'],1,2,0,1,0,0,0,0,0,0
1496,['OC(=O)C1CSC(N1)C2CCCCC2'],1,2,0,1,0,0,0,0,0,0
1497,['CCOC1=CC(=O)Oc2ccccc12'],1,3,0,0,0,0,0,0,0,0
1498,['CC(C)(C)OC(=O)N1CC2CC1CN2'],1,2,0,0,0,0,0,0,0,0
1499,['NNC(=S)NCCc1ccc(Cl)cc1'],1,0,1,1,0,0,0,0,1,0
1500,['c1cnc2[nH]ccc2c1'],1,0,0,0,0,0,0,0,0,0
1501,['c1cc2c(ccc(c2nc1)O)C[NH+]3CCOCC3'],1,2,0,0,0,0,0,0,0,0
1502,['c1cc2c(cc1C[NH2+]C[C@H]3CCCO3)OCO2'],1,3,0,0,0,0,0,0,0,0
1503,['c1ccc(cc1)NC(=O)NCCN2CCCC2=O'],1,2,0,0,0,0,0,0,0,0
1504,['c1ccc(c(c1)N)Nc2ccccn2'],1,0,0,0,0,0,0,0,0,0
1505,['COC(=O)C#Cc1ccc(cc1)Cl'],1,2,1,0,0,0,0,0,0,0
1506,['CCn1c(ccn1)C[NH2+]C'],1,0,0,0,0,0,0,0,0,0
1507,['Cc1ccc(cc1N)c2cnc3ccccc3n2'],1,0,0,0,0,0,0,0,0,0
1508,['C1C[C@@H](OC1)CNC(=O)N2CCOCC2'],1,3,0,0,0,0,0,0,0,0
1509,['CCNC(=O)N1CCN(CC1)C(=O)C'],1,2,0,0,0,0,0,0,0,0
1510,['CS(=O)(=O)NC1CCCC1'],1,2,0,1,0,0,0,0,0,0
1511,['CN(C)c1ccc(cc1)c2cc(on2)C(=O)OC'],1,3,0,0,0,0,0,0,0,0
1512,['c1cc(cc(c1)F)Nc2[nH]c(=O)ccn2'],1,1,0,0,0,0,0,0,0,0
1513,['COC(=O)C#Cc1ccc2ccccc2c1'],1,2,0,0,0,0,0,0,0,0
1514,['CC(=O)c1ccc(cc1)OC(F)F'],1,2,0,0,0,0,0,0,0,0
1515,['c1ccc2c(c1)[nH]c(n2)CNC(=O)c3ccco3'],1,2,0,0,0,0,0,0,0,0
1516,['c1cc(ccc1c2ccc(o2)C(=O)NN)Cl'],1,2,1,0,0,0,0,0,0,0
1517,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1518,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1519,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1520,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1521,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1522,"['NNC(=S)Nc1cccc(F)c1', 'OC(=O)C(c1ccccc1)n2cccc2', 'Fc1c(Cl)cccc1N2SC=CC2=O', 'Cc1c[nH]nc1c2cccs2', 'C1CN=C(O1)c2c[nH]c3ccccc23', 'Fc1ccc(OCCC(=O)N2CCSCC2)cc1', 'O=C1CSC(=S)N1', 'CC1=CC(=O)NC(=S)N1', 'Cc1ccc(O)c(CO)n1', 'CC(=O)c1c(O)ccc(O)c1CC=C', 'NCc1ccc(cc1)n2cccc2', 'Cn1ccc2ccc(CN)cc12', 'Nc1cccc(Oc2ccccn2)c1', 'OC(=O)c1ccccc1C(=O)c2ccc(F)cc2', 'Cc1cn(CCC#N)c2ccccc12']",15,17,1,7,0,0,0,0,0,0
1523,['O=C1CCCc2occc12'],1,2,0,0,0,0,0,0,0,0
1524,['Nc1cscc1S(=O)(=O)c2ccccc2'],1,2,0,2,0,0,0,0,0,0
1525,['O=C1CCCc2nc3CCCC(=O)c3cc12'],1,2,0,0,0,0,0,1,0,0
1526,['CCOC(=O)c1c(C)c(C)sc1N'],1,2,0,1,0,0,0,0,0,0
1527,['FC(F)(F)C1=NCCNC=C1'],1,0,0,0,0,0,0,0,1,0
1528,['O=C1CCCCCCN1'],1,1,0,0,0,0,0,0,0,0
1529,['NC(=S)c1cccc2OCCOc12'],1,2,0,1,0,0,0,0,0,0
1530,['N#Cc1ccc(Cn2cccn2)cc1'],1,0,0,0,0,0,0,0,1,0
1531,['Cn1nc(CO)c2ccccc12'],1,1,0,0,0,0,0,0,0,0
1532,['Oc1noc2ccccc12'],1,2,0,0,0,0,0,0,0,0
1533,['Cc1nccn1c2cccc(CN)c2'],1,0,0,0,0,0,0,0,0,0
1534,['NC(=S)CCN1C=CC=C(C1=O)C(F)(F)F'],1,1,0,1,0,0,0,0,0,0
1535,['Nc1ccon1'],1,1,0,0,0,0,0,0,0,0
1536,['Cc1cc(C)c(C#N)c(O)n1'],1,1,0,0,0,0,0,0,0,0
1537,['Cl.NCc1ncc(cc1Cl)C(F)(F)F'],1,0,2,0,0,0,0,0,0,0
1538,['Fc1ccc2SCCC(=O)c2c1'],1,1,0,1,0,0,0,0,0,0
1539,['Nc1ccc(CO)cn1'],1,1,0,0,0,0,0,0,0,0
1540,['COc1cccc(OCC(F)(F)F)c1C#N'],1,2,0,0,0,0,0,0,0,0
1541,['Cn1cnc(CN)c1'],1,0,0,0,0,0,0,0,0,0
1542,['c1ccn(c1)c2cccnc2'],1,0,0,0,0,0,0,0,0,0
1543,['Cn1cncc1CO'],1,1,0,0,0,0,0,0,0,0
1544,['CO[C@H]1CN([C@@H]2CC[C@@H](O)[C@H]1C2)S(=O)(=O)C'],1,4,0,1,0,0,0,0,0,0
1545,['NC(=O)CN1C[C@H](Oc2ccccn2)[C@H]3C[C@@H]1CC[C@H]3O'],1,3,0,0,0,0,0,0,0,0
1546,['CC(=O)N1[C@@H]2CC[C@@](O)(CC2)C1CO'],1,3,0,0,0,0,0,0,0,0
1547,['O=C1CCNc2ccsc2CN1CC3CC3'],1,1,0,1,0,0,0,0,0,0
1548,['O[C@H]1[C@H](NC(=O)C2CCC2)[C@H]3O[C@@H]1c4ccccc34'],1,3,0,0,0,0,0,1,0,0
1549,['CCNC(=O)NC[C@@H]1[C@H](O)[C@@H]2O[C@H]1c3ccccc23'],1,3,0,0,0,0,0,0,0,0
1550,['CC[C@@H]1[C@@H]2OC(=O)CN1S(=O)(=O)c3ccccc23'],1,4,0,1,0,0,0,0,0,0
1551,['CC[C@@H]1[C@H](O)c2ccccc2S(=O)(=O)N1CCO'],1,4,0,1,0,0,0,0,0,0
1552,['O[C@H]1CC[C@H]2C[C@H]1[C@@H](O)CN2C(=O)\\C=C\\c3ccccc3'],1,3,0,0,0,0,0,0,0,0
1553,['O[C@@H]1CN[C@@H]2C[C@H]1c3[nH]c4ccccc4c3C2'],1,1,0,0,0,0,0,0,0,0
1554,['CS(=O)(=O)N1C[C@H](O)[C@@H]2C[C@@H]1CC[C@H]2O'],1,4,0,1,0,0,0,1,0,1
1555,['O[C@@H]1CC[C@@H]2C[C@H]1[C@@H](O)CN2CCc3ccccc3'],1,2,0,0,0,0,0,0,0,0
1556,['COCC(=O)N1C[C@H](OC)[C@@H]2C[C@H]1CC[C@H]2OC'],1,4,0,0,0,0,0,0,0,0
1557,['CO[C@@H]1CC[C@H]2C[C@@H]1[C@H](CN2)Oc3ccccn3'],1,2,0,0,0,0,0,0,0,0
1558,['CCOC(=O)CC(=O)N1[C@@H]2CC[C@@](O)(CC2)C1CO'],1,5,0,0,0,0,0,0,0,0
1559,['COCC(=O)N1C[C@H](O)CN(Cc2ccccc2)C(=O)C1'],1,4,0,0,0,0,0,0,0,0
1560,['CC1=CC(=O)Oc2cc(N)ccc12'],1,2,0,0,0,0,0,0,0,0
1561,['N#CC(C1CCC=CC1)N2CCOCC2'],1,1,0,0,0,0,0,0,0,0
1562,['CCNS(=O)(=O)c1cc(Cl)sc1Cl'],1,2,2,2,0,0,0,0,0,0
1563,['CC(C)(CCO)NC(=S)NC1CC2CC1C=C2'],1,1,0,1,0,0,0,0,0,0
1564,['NC(=S)Nc1ccc(F)c(Cl)c1'],1,0,1,1,0,0,0,0,0,0
1565,['OC(=O)c1oc(cc1)c2ccc(Cl)cc2'],1,3,1,0,0,0,0,0,0,0
1566,['COc1ccc2[nH]c(C)cc2c1'],1,1,0,0,0,0,0,0,0,0
1567,['COc1ccc(cc1)C#N'],1,1,0,0,0,0,0,0,0,0
1568,['CNCC1CCOCC1'],1,1,0,0,0,0,0,0,0,0
1569,['CNCc1cccc(c1)N2CCOCC2'],1,1,0,0,0,0,0,0,0,0
1570,['Fc1cccc(F)c1C(=O)N2CCSCC2'],1,1,0,1,0,0,0,0,0,0
1571,['Cl.CN(C)Cc1cc(C)c(O)c(C)c1'],1,1,1,0,0,0,0,0,0,0
1572,['CCOC(=O)Cc1ccc(OC)cc1'],1,3,0,0,0,0,0,0,0,0
1573,['CC(=O)c1ccc(s1)c2cccs2'],1,1,0,2,0,0,0,0,0,0
1574,['Cc1cc(F)ccc1C(=O)O'],1,2,0,0,0,0,0,0,0,0
1575,['Cl.OC(=O)c1cccc(CN2CCCC2)c1'],1,2,1,0,0,0,0,0,0,0
1576,['Cn1nc(cc1N)c2cccs2'],1,0,0,1,0,0,0,0,0,0
1577,['NC(=O)OCc1ccccc1'],1,2,0,0,0,0,0,0,0,0
1578,['NC(=O)OCc1ccccc1'],1,2,0,0,0,0,0,0,0,0
1579,['COC(=O)c1scc(C)c1Cl'],1,2,1,1,0,0,0,0,0,0
1580,['Nc1cccnc1Oc2ccc(F)cc2F'],1,1,0,0,0,0,0,0,0,0
